drug_id,drug_name,generic_names,trade_names,drug_type
PA450530,modafinil,modafinil,"Dea No. 1680, Modafinil [Usan:Inn], Modafinilo [Spanish], Modafinilum [Latin], Moderateafinil, Modiodal, Provigil, Sparlon",Drug
PA164769059,moexipril,"Moexipril HCl, Moexipril hydrochloride, Moexiprilum [INN-Latin]",Univasc,Drug
PA166334901,mogamulizumab,"Poteligeo, mogamulizumab-kpkc",Unknown,Drug
PA164746756,molindone,"(+-)-molindone, Molindona [inn-spanish], Molindonum [inn-latin]",Moban,Drug
PA166334801,momelotinib,N-(cyanomethyl)-4-[2-(4-morpholin-4-ylanilino)pyrimidin-4-yl]benzamide,Unknown,Drug
PA450541,mometasone,Unknown,"Asmanex, Asmanex Twisthaler, Elocom, Elocon, Mometasone furoate, Nasonex",Drug
PA164712904,Monoamine oxidase A inhibitors,Unknown,Unknown,Drug Class
PA164712905,Monoamine oxidase B inhibitors,Unknown,Unknown,Drug Class
PA164712906,"Monoamine oxidase inhibitors, non-selective",Unknown,Unknown,Drug Class
PA164712907,Monobactams,Unknown,Unknown,Drug Class
PA164764582,monobenzone,"Benzoquin, Benzyl hydroquinone, Benzyl p-hydroxyphenyl ether, Hydrochinon monobenzylether [Czech], Hydroquinone benzyl ether, Hydroquinone monobenzyl ether, Monobenzona [INN-Spanish], Monobenzone [INN], Monobenzonum [INN-Latin], Monobenzyl Ether of Hydroquinone, Monobenzyl ether hydroquinone, Monobenzyl hydroquinone, p-Hydroxyphenyl benzyl ether","AgeRite Alba, Agerite, Alba, Alba-Dome, Benoquin, Carmifal, Depigman, Dermochinona, Leucodinine, Monobenzon, Pigmex, Superlite",Drug
PA164712908,Monoclonal antibodies,Unknown,Unknown,Drug Class
PA450546,montelukast,Unknown,"Montair, Singulair, Singular",Drug
PA164747738,moricizine,"Moracizina [INN-Spanish], Moracizine, Moracizinum [INN-Latin]",Ethmozine,Drug
PA164712909,Morphinan derivatives,Unknown,Unknown,Drug Class
PA450550,morphine,"""(-)-Heroin hydrochloride"", ""(-)-Morphine"", ""D-(-)-Morphine"", ""Diacetylmorphine hydrochloride"", ""Diamorphine hydrochloride"", ""Heroin hydrochloride"", ""Heroine hydrochloride"", ""Morphin"", ""Morphina"", ""Morphine Sulfate"", ""Morphinum"", ""O,O'-Diacetylmorphine hydrochloride"", ""morphine""","Apokyn, Astramorph PF, Avinza, Depodur, Dulcontin, Duramorph PF, Duromorph, Epimorph, Kadian, M-Eslon, M.O.S, MS/L, MS/S, MSIR, Meconium, Morfina, Morphia, Morphine Extra-Forte, Morphine Forte, Morphine H.P, Morphinism, Morphitec, Morphium, Moscontin, Ms Contin, Nepenthe, OMS Concentrate, Oramorph SR, Ospalivina, RMS Uniserts, Rescudose, Roxanol, Roxanol 100, Roxanol UD, Statex, Statex Drops, l-Morphine","Drug, Metabolite"
PA166118340,motesanib,Unknown,Unknown,Drug
PA166163260,moviprep,Unknown,Unknown,Drug
PA166334922,moxetumomab pasudotox,"Lumoxiti, immunotoxin HA22",Unknown,Drug
PA450555,moxifloxacin,"BAY 12-8039, Moxifloxacin HCl, Moxifloxacin hydrochloride, moxifloxacin","Avelox, Avelox I.V., Vigamox",Drug
PA140222720,MPP+,1-methyl-4-phenylpyridinium (MPP+),Unknown,Drug
PA164712910,Mucolytics,Unknown,Unknown,Drug Class
PA164712912,"Multivitamins, Combinations",Unknown,Unknown,Drug Class
PA164712914,"Multivitamins, other combinations",Unknown,Unknown,Drug Class
PA164712913,"Multivitamins, Plain","Multivitamins, plain",Unknown,Drug Class
PA164712911,Multivitamins with minerals,Unknown,Unknown,Drug Class
PA164712916,Mumps vaccines,Unknown,Unknown,Drug Class
PA164764568,mupirocin,"MRC, Mupirocine, Pseudomonic acid, mupirocin","Bactoderm, Bactroban, Bactroban Nasal, Centany, Turixin",Drug
PA162356187,muraglitazar,Unknown,"BMS-298585, Pargluva",Drug
PA164743097,muromonab,"AntiCD3, Muromonab-CD3",Orthoclone OKT3,Drug
PA164712917,Muscle Relaxants,Unknown,Unknown,Drug Class
PA164712918,"Muscle Relaxants, Centrally Acting Agents",Unknown,Unknown,Drug Class
PA164712919,"Muscle Relaxants, Directly Acting Agents",Unknown,Unknown,Drug Class
PA452389,"muscle relaxants, peripherally acting agents",Unknown,Unknown,Drug Class
PA164712921,Musculo-skeletal System,Unknown,Unknown,Drug Class
PA165107990,myclobutanil,Unknown,Systhane,Drug
PA450566,mycophenolate mofetil,Mycophenylate mofetil,"CellCept, Munoloc",Drug
PA164748728,mycophenolic acid,Mycophenoic acid,"Melbex, Myfortic",Drug
PA164712922,Mydriatics And Cycloplegics,Unknown,Unknown,Drug Class
PA164746998,nabilone,nabilone,Cesamet,Drug
PA450572,nabumetone,"Nabumetona, Nabumetonum [INN-Latin]","Arthaxan, Balmox, Consolan, Dolsinal, Flambate, Listran, Mebutan, Nabuser, Prodac, Relafen, Relif, Relifen, Relifex, Unimetone",Drug
PA164752287,n-acetyl-d-glucosamine,"2-Acetamido-2-deoxy-D-glucose, GlcNAc, Glucosamine Complex, N-Acetylchitosamine, NAG","Aflexa, GS-500, Maxi GS, Natures Blend Glucosamine",Drug
PA448014,n-acetylethanolamine,acetamide mea,Unknown,"Drug, Biological Intermediate"
PA450573,nadolol,Unknown,"Anabet, Corgard, Solgol",Drug
PA166220602,nafamostat,(6-carbamimidoylnaphthalen-2-yl) 4-(diaminomethylideneamino)benzoate,Unknown,Drug
PA164754805,nafarelin,Nafarelin acetate,Synarel,Drug
PA450576,nafcillin,"Nafcilina [INN-Spanish], Nafcillin Sodium, Nafcillin sodium salt, Nafcilline [INN-French], Nafcillinum [INN-Latin]","Nafcilin-1, Nafcillin sodium for injection, Nallpen, Nallpen In Plastic Container, Naphcillin, Unipen",Drug
PA164748617,naftifine,Unknown,"Naftifine HCl, Naftin",Drug
PA164745372,nalbuphine,Unknown,"Nalbufina [DCIT], Nalbuphine HCL, Nalbuphinum [INN-Latin], Nubain",Drug
PA166325183,naldemedine,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,7,9-trihydroxy-N-[2-(3-phenyl-1,2,4-oxadiazol-5-yl)propan-2-yl]-1,2,4,5,7a,13-hexahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-6-carboxamide",Unknown,Drug
PA164746384,nalidixic acid,Unknown,"Cybis, Dixiben, Dixinal, Eucistin, Innoxalon, Jicsron, Nalidic acid, Nalidixan, Nalidixate, Nalidixic acid USP27, Nalidixin, Nalidixinic acid, Nalitucsan, Nalix, Nalurin, Naxuril, NegGram, Negram, Nevigramon, Nogram, Sicmylon, Unaserus, Urisal, Uronidix, Wintomylon, Wintron, naladixic acid",Drug
PA166176241,nalmefene,Unknown,Unknown,Drug
PA450586,naloxone,"EN 1530 Base, L-Naloxone, N-Allylnoroxymorphone, Nalossone [Dcit], Naloxona [INN-Spanish], Naloxone HCl, Naloxonum [INN-Latin]","Nalone, Narcan, Narcanti, Narcon",Drug
PA450588,naltrexone,"PTI-555, naltrexone","Celupan, MorViva, N-Cyclopropylmethylnoroxymorphone, Naltrexona [INN-Spanish], Naltrexone Hcl, Naltrexone [Usan:Ban:Inn], Naltrexonum [INN-Latin], ReVia, Vivitrex",Drug
PA164746281,nandrolone,"19NTPP, NPP, NTPP, Nadrolone Phenylpropionate, Nandrolin, Nandrolon Phenylpropionate, Nandrolone Phenylpionate, Nandrolone Phenylpropionate, Norandrolone Phenyl Propionate, Norandrostenolone Phenylpropionate, Nortestosterone Phenylpropionate, Testosterone Phenylpropionate","Activin, Deca-Durabolin, Durabol, Durabolin, FTS, Fenobolin, Nandrobolic, Nerobil, Nerobiolil, Nerobolil, Phenobolin, Strabolene, Superanabolon",Drug
PA165958423,nandrolone decanoate,"norandrostenolone decanoate, nortestosterone decanoate","Deca Durabolin, Deca-Durabol, Deca-durabolin, Retabolil",Drug
PA165958384,naphazoline,Unknown,Albalon,Drug
PA154081779,naphthol,Unknown,Unknown,Drug
PA450595,naproxen,Unknown,"Aleve, Anaprox, Bonyl, DL Naproxen, DL-Naproxen, Diocodal, Dysmenalgit, Ec-naprosyn, Equiproxen, Floginax, Laraflex, Laser, Mnpa, Naixan, Naprelan, Napren, Naprium, Naprius, Naprosine, Naprosyn, Naprosyne, Naproxen Sodium, Naprux, Naxen, Naxyn, Niaxan, Nycopren, Panoxen, Pranoxen, Prexan, Proxen, Proxine, Reuxen, Veradol, Xenar",Drug
PA450597,naratriptan,naratriptan,"Amerge, Naramig",Drug
PA151958361,naringenin,Unknown,Unknown,Drug
PA151958360,naringin,Unknown,Unknown,Drug
PA164712923,Nasal Decongestants For Systemic Use,Unknown,Unknown,Drug Class
PA164712924,Nasal Preparations,Unknown,Unknown,Drug Class
PA164747191,natalizumab,"Anti-VLA4, Anti-alpha4 integrin, natalizumab","Tysabri, Tysabri",Drug
PA164744325,natamycin,Unknown,"Natacyn, Pimaricin",Drug
PA450600,nateglinide,"Nateglinide [INN], SDZ-DJN 608, nateglinide","Fastic, Starlix, Starsis",Drug
PA164712925,"Natural and semisynthetic estrogens, plain",Unknown,Unknown,Drug Class
PA164712926,Natural opium alkaloids,Unknown,Unknown,Drug Class
PA166185384,navitoclax,"""4-[4-[[2-(4-chlorophenyl)-5,5-dimethyl-1-cyclohexenyl]methyl]-1-piperazinyl]-N-[4-[[(2R)-4-(4-morpholinyl)-1-(phenylthio)butan-2-yl]amino]-3-(trifluoromethylsulfonyl)phenyl]sulfonylbenzamide"", ""ABT-263""",Unknown,Drug
PA166344301,nazartinib,N-[7-chloro-1-[(3R)-1-[(E)-4-(dimethylamino)but-2-enoyl]azepan-3-yl]benzimidazol-2-yl]-2-methylpyridine-4-carboxamide,Unknown,Drug
PA151958426,nebivolol,nebivololum [latin],"Bystolic, Lobivon, Nebicard-5, Nebilet, Nebilong, Nebipill, Nodon, Nubeta, PI-21858",Drug
PA166334881,necitumumab,Portrazza,Unknown,Drug
PA450601,nedocromil,Unknown,"Alocril, Nedocromil [USAN:BAN:INN], Nedocromilo [Spanish], Nedocromilum [Latin], Tilade",Drug
PA166328843,nedosiran,Unknown,Unknown,Drug
PA450603,nefazodone,"Nefazodona [Spanish], Nefazodone Hcl, Nefazodone Hydrochloride, Nefazodonum [Latin]","Dutonin, Serzone",Drug
PA164752425,nelarabine,"GW-506U78, Nelzarabine, nelarabine","Arranon, Arranon, Atriance",Drug
PA450606,nelfinavir,"1UN, NFV, NLF, Nelfinavir mesylate, ag1343",Viracept,Drug
PA151186253,nemonapride,Unknown,Unknown,Drug
PA450608,neomycin,"Caswell No. 595, Neomycin B Sulfate, Neomycin Sulfate, Neomycin Sulphate, Neomycin trisulfate salt hydrate, USAF CB-19","Biosol, Bykomycin, Endomixin, Fradiomycin, Fradiomycin Sulfate, Fraquinol, Lidamycin Creme, Myacine, Myacyne, Mycifradin, Mycifradin-N, Myciguent, Neo-Fradin, Neo-Mantle Creme, Neo-Rx, Neobiotic, Neobrettin, Neofracin, Neolate, Neomix, Neosulf, Nivemycin, Tuttomycin, Vonamycin Powder V, framycetin",Drug
PA450611,neostigmine,Unknown,"Neostigmine omega, Prostigmin",Drug
PA165958407,nepafenac,amfenac amide,Nevanac,Drug
PA165360204,Nepicastat,Unknown,Unknown,Drug
PA165291472,neratinib,Unknown,Unknown,Drug
PA164712927,Nerve depressants,Unknown,Unknown,Drug Class
PA164712928,Nervous System,Unknown,Unknown,Drug Class
PA164781045,nesiritide,"BNP, Brain natriuretic peptide 32, Natriuretic peptides B, nesiritide",Natrecor,Drug
PA164754913,netilmicin,"1-N-Ethylsisomicin, netilmycin",Netromycin,Drug
PA164712929,Neuraminidase inhibitors,Unknown,Unknown,Drug Class
PA450616,nevirapine,"NEV, NVP",Viramune,Drug
PA450617,niacin,"3-Pyridinecarboxylic acid, Acide Nicotinique, Acidum Nicotinicum, M-Pyridinecarboxylic Acid, NAH, Nicotine Acid, Nicotinic Acid, Pyridinecarboxylic Acid, Pyridylcarboxylic Acid, Vitamin B3, niacin","Akotin, Anti-Pellagra Vitamin, Apelagrin, Bionic, Daskil, Davitamon PP, Diacin, Direktan, Efacin, Kyselina Nikotinova, Linic, NICO, Naotin, Niac, Niaspan, Nicacid, Nicangin, Nico-Span, Nicocidin, Nicocrisina, Nicodan, Nicodelmine, Nicodon, Niconacid, Niconat, Niconazid, Nicorol, Nicosan 3, Nicoside, Nicosyl, Nicotamin, Nicotene, Nicotil, Nicotinipca, Nicotinsaure, Nicovasan, Nicovasen, Nicovel, Nicyl, Nipellen, Nyclin, P.P. Factor, PP Factor, Pellagra Preventive Factor, Pellagramin, Pellagrin, Pelonin, Peviton, Simcor, Sk-Niacin, Tega-Span, Tinic, Vitaplex N",Drug
PA450620,nicardipine,"Nicardipine HCl, Nicardipino [INN-Spanish], Nicardipinum [INN-Latin]","Cardene, Cardene IV, Cardene SR",Drug
PA164743014,nicergoline,Unknown,"MNE, Nargoline, Nicergolin [German], Nicergolina [Dcit], Nicergoline [Usan:Ban:Inn:Jan], Nicergolinum [INN-Latin], Nicotergoline, Nimergoline, Nimergoline Base, Sermion, Vasospan",Drug
PA165958408,niclosamide,Unknown,Niclocide,Drug
PA166184081,nicorandil,Unknown,Unknown,Drug
PA450626,nicotine,"L-Nicotine, Nicotine Alkaloid","Black Leaf, Black Leaf 40, Campbell's Nico-Soap, Commit, Destruxol Orchid Spray, Emo-Nik, Flux Maag, Fumetobac, Habitrol, Mach-Nic, Niagara P.A. Dust, Nic-Sal, Nico-Dust, Nico-Fume, Nicocide, Nicoderm, Nicoderm Cq, Nicorette, Nicorette Plus, Nicotin, Nicotina, Nicotine Polacrilex, Nicotrol, Nicotrol Inhaler, Nicotrol Ns, Nikotin, Nikotyna, Ortho N-4 Dust, Ortho N-5 Dust, Prostep, Tendust",Drug
PA164712930,Nicotinic acid and derivatives,Unknown,Unknown,Drug Class
PA450631,nifedipine,Unknown,"Adalat, Adalat 10, Adalat 20, Adalat 5, Adalat CC, Adalat CR, Adalat Crono, Adalat Ft, Adalat Gits, Adalat Gits 30, Adalat LA, Adalat LP, Adalat Oros, Adalat PA, Adalat Retard, Adalate, Adapine, Adapress, Alat, Aldipin, Alfadal, Alonix, Alonix S, Alpha-Nifedipine Retard, Angipec, Anifed, Anpine, Apo-Nifed, Aprical, Bonacid, Calcibloc, Calcigard, Calcilat, Camont, Cardifen, Cardilat, Cardionorm, Chronadalate, Chronadalate Lp, Citilat, Coracten, Coral, Cordafen, Cordaflex, Cordalat, Cordicant, Cordilan, Cordipin, Corinfar, Corotrend, Corynphar, Depin, Dignokonstant, Dilafed, Dilcor, Dipinkor, Duranifin, Ecodipi, Ecodipin, Ecodipin E, Fedcor, Fedcor Retard, Fenamon, Fenamon Sr, Fenihidin, Fenihidine, Glopir, Hadipin, Hexadilat, Introcar, Kordafen, Macorel, Megalat, Myogard, N1fedilat, Nedipin, Nicardia, Nifangin, Nifar, Nifdemin, Nifebene, Nifecard, Nifecor, Nifedepat, Nifedicor, Nifedin, Nifedine, Nifedipine Retard, Nifedipres, Nifedirex LP, Nifelan, Nifelat, Nifelat Q, Nifelate, Nifensar XL, Nificard, Nifidine, Nifipen, Niphedipine, Orix, Oxcord, Pidilat, Procardia, Procardia XL, Sepamit, Tibricol, Zenusin",Drug
PA164746749,niflumic acid,"""2-(3-(Trifluoromethyl)-phenyl)aminonicotinic acid"", ""2-(3-(Trifluoromethyl)anilino)nicotinic acid"", ""2-(3-Trifluoromethyl-phenylamino)-nicotinic acid"", ""2-(alpha,alpha,alpha-Trifluoro-m-toluidino)nicotinic acid"", ""2-[(3-Trifluoromethyl)Phenyl]Amino-3-Pyridine-Carboxylic Acid"", ""2-[3-(Trifluoromethyl)anilino]nicotinic acid"", ""Acide niflumique [inn-french]"", ""Acido niflumico [inn-spanish]"", ""Acidum niflumicum [inn-latin]"", ""Lopac-N-0630"", ""NFA"", ""NFL"", ""Niflumate"", ""Nifluminic acid""","Actol, Flogovital, Forenol, Landruma, Niflam, Nifluril",Drug
PA166228342,nifurtimox,Unknown,Unknown,Drug
PA165958345,nilotinib,"amn-107, amn107","Tasigna, Tasigna",Drug
PA450632,nilutamide,Unknown,"Anandron, Nilandron, Nilandrone, Nilutamida [Spanish], Nilutamide [Usan:Ban:Inn], Nilutamidum [Latin]",Drug
PA165958385,nilvadipine,Unknown,Nivadil,Drug
PA137179528,nimesulide,Unknown,Unknown,Drug
PA450633,nimodipine,"Nimodipino [INN-Spanish], Nimodipinum [INN-Latin]","Nimotop, Periplum",Drug
PA166324741,ningetinib,"N-[3-fluoro-4-[7-(2-hydroxy-2-methylpropoxy)quinolin-4-yl]oxyphenyl]-1,5-dimethyl-3-oxo-2-phenylpyrazole-4-carboxamide",Unknown,Drug
PA166249521,nintedanib,"3-[[4-[methyl-[2-(4-methyl-1-piperazinyl)-1-oxoethyl]amino]anilino]-phenylmethylidene]-2-oxo-1H-indole-6-carboxylic acid methyl ester, methyl 2-hydroxy-3-[N-[4-[methyl-[2-(4-methylpiperazin-1-yl)acetyl]amino]phenyl]-C-phenylcarbonimidoyl]-1H-indole-6-carboxylate",Unknown,Drug
PA166131610,niraparib,Unknown,Unknown,Drug
PA166279883,nirmatrelvir,"""(1R,2S,5S)-N-[(1S)-1-cyano-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]-3-[(2S)-3,3-dimethyl-2-[(2,2,2-trifluoroacetyl)amino]butanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide"", ""(1R,2S,5S)-N-{(1S)-1-cyano-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl}-6,6-dimethyl-3-[3-methyl-N-(trifluoroacetyl)-L-valyl]-3-azabicyclo[3.1.0]hexane-2-carboxamide""",Unknown,Drug
PA166279921,nirmatrelvir / ritonavir,Unknown,paxlovid,Drug
PA166328844,nirogacestat,"(2S)-2-[[(2S)-6,8-difluoro-1,2,3,4-tetrahydronaphthalen-2-yl]amino]-N-[1-[1-(2,2-dimethylpropylamino)-2-methylpropan-2-yl]imidazol-4-yl]pentanamide",Unknown,Drug
PA450634,nisoldipine,"Nisoldipin, Nisoldipino [INN-Spanish], Nisoldipinum [INN-Latin]","Baymycard, Nisocor, Sular, Syscor, Zadipina",Drug
PA164754874,nitazoxanide,"2-(Acetolyloxy)-N-(5-nitro-2-thiazolyl)benzamide, 2-Acetyloxy-N-[(5-nitro-2-thiazolyl)]benzamide, NTZ, Nitazoxanid, Nitazoxanida [INN-Spanish], Nitazoxanidum [INN-Latin], Tizoxanide Glucuronide, nitazoxanide","Alinia, Fental, Phavic-1",Drug
PA164777037,nitisinone,nitisinone,Orfadin,Drug
PA10242,nitrazepam,"""1, 3-Dihydro-7-nitro-5-phenyl-2H-1,4-benzodiazepin-2-one"", ""1,3-Dihydro-7-nitro-5-phenyl-2H-1,4-benzodiazepin-2-one"", ""2,3-Dihydro-7-nitro-5-phenyl-1H-1,4-benzodiazepin-2-on"", ""7-Nitro-1,3-dihydro-5-phenyl-2H-1,4-benzodiazepin-2-one"", ""7-Nitro-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one"", ""7-Nitro-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one"", ""N-desmethylnimetazepam"", ""NTZ"", ""Nitrazepamum [inn-latin]""","Alodorm, Apo-nitrazepam tablets BP, Apodorm, Atempol, Benzalin, Calsamin, Calsmin, Cerson, Dormicum, Dormin-5, Dormo-puren, Dumolid, Eatan, Eatan n, Epibenzalin, Epinelbon, Eunoctin, Eunoktin, Gerson, Hipnax, Hipsal, Ibrovek, Imeson, Imesont, Insomin, Ipersed, LA 1, Magadon, Megadon, Mitidin, Mogadan, Mogadon, Mogadone, Nelbon, Nelmat, Neozepam, Neuchlonic, Nitrados, Nitravet, Nitrazadon, Nitrazepam-10, Nitrazepam-5, Nitrempax, Nitrenpax, Noctesed, Pacisyn, Paxisyn, Pelson, Persopit, Radedorm, Relact, Remnos, Sandoz nitrazepam, Somitran, Somnased, Somnibel, Somnite, Sonebon, Sonebon tofraniln a, Sonnolin, Surem, Trazenin, Unisomnia",Drug
PA146096020,nitrendipine,"Nitrendipin, Nitrendipino [INN-Spanish], Nitrendipinum [INN-Latin]","Bayotensin, Baypress, Bylotensin, Deiten, Nidrel, Nitrepin",Drug
PA450635,nitric oxide,Unknown,"""Amidogen, oxo-"", ""INOmax"", ""Mononitrogen monoxide"", ""NMO"", ""NO"", ""Nitric oxide 10% by volume or more"", ""Nitric oxide trimer"", ""Nitrogen monooxide"", ""Nitrogen monoxide"", ""Nitrogen oxide"", ""Nitrosyl radical"", ""RCRA waste number P076"", ""nitrogen protoxide""",Drug
PA164712932,Nitroferricyanide derivatives,Unknown,Unknown,Drug Class
PA164712933,Nitrofuran derivatives,Unknown,Unknown,Drug Class
PA450640,nitrofurantoin,Unknown,"Alfuran, Apo-Nitrofurantoin, Benkfuran, Berkfurin, Ceduran, Chemiofuran, Cistofuran, Cyantin, Cystit, Dantafur, Fua Med, Fuamed, Fur-Ren, Furabid, Furachel, Furadantin, Furadantin Retard, Furadantina MC, Furadantine, Furadantine Mc, Furadantine-Mc, Furadantoin, Furadoin, Furadoine, Furadonin, Furadonine, Furadontin, Furalan, Furaloid, Furan, Furanite, Furantoin, Furantoina, Furatoin, Furedan, Furina, Furobactina, Furophen T, Furophen T-Caps, Gerofuran, It-Uran, Ituran, Ivadantin, Macpac, Macrobid, Macrodantin, Macrodantina, Macrofuran, Macrofurin, N-Toin, Nierofu, Nifurantin, Nitoin, Nitrex, Nitrofan, Nitrofur-C, Nitrofuradantin, Novo-Furantoin, Novofuran, Orafuran, Parfuran, Phenurin, Ro-Antoin, Siraliden, Trantoin, USAF EA-2, Uerineks, Upiol, Urantoin, Urizept, Uro-Selz, Uro-Tablinen, Urodin, Urofuran, Urofurin, Urolisa, Urolong, Uvaleral, Welfurin, Zoofurin",Drug
PA164754877,nitrofurazone,"NF, NFZ, Nitrofurazan","Actin-N, Aldomycin, Alfucin, Amifur, Babrocid, Becafurazone, Biofuracina, Biofurea, Chemofuran, Chixin, Cocafurin, Coxistat, Dermofural, Dymazone, Dynazone, Eldezol, Eldezol F-6, Fedacin, Flavazone, Fracine, Furacilin, Furacillin, Furacin, Furacin Soluble Dressing, Furacin Topical Cream, Furacin Topical Solution, Furacin-E, Furacin-HC, Furacine, Furacinetten, Furacoccid, Furacort, Furacycline, Furaderm, Furagent, Furalcyn, Furaldon, Furalone, Furametral, Furan-Ofteno, Furaplast, Furaseptyl, Furaskin, Furatsilin, Furaziline, Furazin, Furazina, Furazol W, Furazone, Furazyme, Furesol, Furfurin, Furosem, Fuvacillin, Hemofuran, Ibiofural, Mammex, Mastofuran, Monafuracin, Monafuracis, Monofuracin, NF-7, NFS, Nefco, Nifucin, Nifurid, Nifuzon, Nitrofural, Nitrofuran, Nitrofurane, Nitrofurol, Nitrozone, Otofural, Otofuran, Sanfuran, Spray-Dermis, Spray-Foral, Vabrocid, Vadrocid, Yatrocin",Drug
PA164712936,Nitrogen mustard analogues,Unknown,Unknown,Drug Class
PA450644,nitroglycerin,"Glyceryl trinitrate, NG, NTG, Nitroglycerine, TNG, Trinitroglycerin, nitroglycerin ointment","Cellegesic, Minitran, Natispray, Nitro-Dur, Nitrocap, Nitrolingual Pump Spray, Nitronet, Nitrong parenteral, Nitrospan, Nitrostat, Rectogesic, Transderm Nitro, Tridil",Drug
PA164712937,Nitroimidazole derivatives,Unknown,Unknown,Drug Class
PA451406,nitroprusside,"Disodium nitroprusside dihydrate, Sodium Nitroprusside, Sodium nitroferricyanide dihydrate, Sodium nitroprusside dihydrate, Sodium nitroprusside extra pure","Nipride, Nitropress",Drug
PA164712939,Nitrosoureas,Unknown,Unknown,Drug Class
PA450645,nitrous oxide,Unknown,Unknown,Drug
PA164754993,nitroxoline,"5-NOK, 5-Nitroks, 5-Nitrox, 5-Nitroxine, Nitroxolina [inn-spanish], Nitroxolinum [inn-latin]","Galinok, Isinok, Nicene forte, Noxibiol, Noxin",Drug
PA166318601,nivasorexant,[4-methyl-2-(triazol-2-yl)phenyl]-[(3R)-3-[[3-(triazol-2-yl)phenyl]methyl]morpholin-4-yl]methanone,ACT-539313,Drug
PA166129522,nivolumab,Unknown,BMS-936558,Drug
PA166277902,nivolumab / relatlimab,Unknown,Unknown,Drug
PA164752234,nizatidine,Unknown,"Acinon, Antizid, Axid, Axid Ar, Calmaxid, Cronizat, Distaxid, Galitidin, Gastrax, Naxidine, Niatidine, Nizatidina [Spanish], Nizatidine [Usan:Ban:Inn:Jan], Nizatidinum [Latin], Nizax, Nizaxid, Panaxid, Splendil Er, Tazac, Ulcosol, Ulxid, Zanizal, Zinga",Drug
PA166299581,"n,n-dimethyltryptamine","""2-(1H-indol-3-yl)-N,N-dimethylethanamine"", ""Dimethyltryptamine"", ""[2-(1H-indol-3-yl)ethyl]dimethylamine""",Unknown,Drug
PA150047156,non-nucleoside reverse transcriptase inhibitors,Unknown,Unknown,Drug Class
PA450648,nonoxynol-9,n-9,"Advantage 24, Conceptrol, Conceptrol Contraceptive Inserts, Conceptrol Gel, Delfen, Emko, Emko Pre-Fil, Encare, Gynol II Extra Strength Contraceptive Jelly, Gynol II Original Formula Contraceptive Jelly, Gynoll, K-Y Plus, Koromex Crystal Clear Gel, Koromex Foam, Koromex Jelly, Ortho-Creme, Ramses Contraceptive Foam, Ramses Crystal Clear Gel, Semicid, Shur-Seal, Today, VCF",Drug
PA164712941,Non-selective beta-adrenoreceptor agonists,Unknown,Unknown,Drug Class
PA164712940,Non-selective Calcium Channel Blockers,Unknown,Unknown,Drug Class
PA10389,non-selective monoamine reuptake inhibitors,Unknown,Unknown,Drug Class
PA164712942,Non-watersoluble X-ray contrast media,Unknown,Unknown,Drug Class
PA164953212,norelgestromin,Unknown,Orthra Evra,Drug
PA450649,norepinephrine,"Arterenol, L-Norepinephrine, L-noradrenaline, Noradrenaline, Norepinephrine",Levophed,"Drug, Biological Intermediate"
PA450651,norethindrone,Unknown,"Anhydrohydroxynorprogesterone, Anovulatorio, Anovule, Aygestin, Binovum, Brevicon, Brevinor, Brevinor 21, Brevinor 28, Brevinor-1 21, Brevinor-1 28, Camila, Ciclovulan, Conceplan, Conludaf, Conludag, Demulen, ENT, Errin, Estrinor, Ethinylnortestosterone, Ethynylmortestosterone, Ethynylnortestosterone, Gencept, Genora, Gestest, Jenest, Jenest-28, Loestrin, Loestrin 24 Fe, Menzol, Microneth, Micronett, Micronor, Micronovum, Milli, Mini-Pe, Mini-Pill, Minovlar, Modicon, N.E.E., NET, Necon, Nelova, Neocon, Nodiol, Nor-Q.D., Nor-Qd, Noraethisteronum, Noralutin, Norcept, Norcept-E, Norcolut, Noresthisterone, Norethadrone, Norethin, Norethin 1/35 E, Norethin 1/50 M, Norethindrone Acetate, Norethindrone Norethisterone, Norethisteron, Norethisterone, Norethisterone [Progestins], Norethisteronum [INN-Latin], Norethyndron, Norethynodron, Norethynodrone, Noretisterona [INN-Spanish], Noretisterone [Dcit], Norfor, Norgestin, Noriday, Noriday 28, Norimin, Norinyl, Norlestrin, Norlutate, Norluten, Norlutin, Norluton, Normapause, Norpregneninlone, Norpregneninolone, Norpregneninotone, Orlest, Ortho 1 35, Ortho 7 7 7, Ortho-Novum, Ortho-Novum 1 35, Ortho-Novum 1 50, Ortho-Novum 7 7 7, Ovcon, Ovysmen, Ovysmen 0.5 35, Ovysmen 1 35, Palonyl, Perovex, Primolut N, Primolut-N, Proluteasi, Synphase, Synphasic 28, Tri-Norinyl, Triella, Trinovum, Trinovum 21, Utovlan, Utovlar",Drug
PA166397661,norethindrone acetate,"(17alpha)-3-oxo-19-norpregn-4-en-20-yn-17-yl acetate, norethisterone acetate",Unknown,Drug
